Close,Date Time,High,Low,Open,Volume
0.0,2016-04-28 09:15:06,0.0,0.0,0.0,0
0.0,2016-04-28 09:15:09,0.0,0.0,0.0,0
0.0,2016-04-28 09:19:33,0.0,0.0,0.0,0
0.0,2016-04-28 09:21:10,0.0,0.0,0.0,0
0.0,2016-04-28 09:21:23,0.0,0.0,0.0,0
0.0,2016-04-28 09:22:01,0.0,0.0,0.0,0
0.0,2016-04-28 09:22:11,0.0,0.0,0.0,0
0.0,2016-04-28 09:23:02,0.0,0.0,0.0,0
0.0,2016-04-28 09:23:12,0.0,0.0,0.0,0
0.0,2016-04-28 09:23:34,0.0,0.0,0.0,0
0.0,2016-04-28 09:23:49,0.0,0.0,0.0,0
0.0,2016-04-28 09:24:10,0.0,0.0,0.0,0
0.0,2016-04-28 09:24:19,0.0,0.0,0.0,0
0.0,2016-04-28 09:24:29,0.0,0.0,0.0,0
0.0,2016-04-28 09:24:39,0.0,0.0,0.0,0
15.51,2016-04-28 09:25:00,15.51,15.51,15.51,35500
15.51,2016-04-28 09:30:01,15.51,15.51,15.51,36400
15.56,2016-04-28 09:30:04,15.56,15.56,15.56,22100
15.58,2016-04-28 09:30:08,15.58,15.58,15.58,3900
15.56,2016-04-28 09:30:12,15.56,15.56,15.56,4900
15.56,2016-04-28 09:30:14,15.56,15.56,15.56,400
15.58,2016-04-28 09:30:18,15.58,15.58,15.58,4800
15.58,2016-04-28 09:30:21,15.58,15.58,15.58,4100
15.52,2016-04-28 09:30:22,15.52,15.52,15.52,2200
15.58,2016-04-28 09:30:27,15.58,15.58,15.58,15400
15.58,2016-04-28 09:30:29,15.58,15.58,15.58,0
15.59,2016-04-28 09:30:32,15.59,15.59,15.59,6800
15.58,2016-04-28 09:30:35,15.58,15.58,15.58,3800
15.58,2016-04-28 09:30:38,15.58,15.58,15.58,4600
15.58,2016-04-28 09:30:40,15.58,15.58,15.58,0
15.56,2016-04-28 09:30:45,15.56,15.56,15.56,900
15.56,2016-04-28 09:30:46,15.56,15.56,15.56,0
15.58,2016-04-28 09:30:50,15.58,15.58,15.58,1000
15.58,2016-04-28 09:30:53,15.58,15.58,15.58,0
15.58,2016-04-28 09:30:55,15.58,15.58,15.58,700
15.56,2016-04-28 09:31:00,15.56,15.56,15.56,300
15.53,2016-04-28 09:31:02,15.53,15.53,15.53,400
15.56,2016-04-28 09:31:05,15.56,15.56,15.56,400
15.55,2016-04-28 09:31:09,15.55,15.55,15.55,300
15.55,2016-04-28 09:31:12,15.55,15.55,15.55,0
15.55,2016-04-28 09:31:14,15.55,15.55,15.55,0
15.55,2016-04-28 09:31:17,15.55,15.55,15.55,0
15.55,2016-04-28 09:31:21,15.55,15.55,15.55,0
15.55,2016-04-28 09:31:23,15.55,15.55,15.55,700
15.55,2016-04-28 09:31:26,15.55,15.55,15.55,4000
15.54,2016-04-28 09:31:29,15.54,15.54,15.54,2600
15.54,2016-04-28 09:31:33,15.54,15.54,15.54,0
15.54,2016-04-28 09:31:39,15.54,15.54,15.54,1800
15.54,2016-04-28 09:31:41,15.54,15.54,15.54,400
15.53,2016-04-28 09:31:44,15.53,15.53,15.53,300
15.53,2016-04-28 09:31:48,15.53,15.53,15.53,0
15.54,2016-04-28 09:31:54,15.54,15.54,15.54,0
15.54,2016-04-28 09:31:56,15.54,15.54,15.54,6000
15.54,2016-04-28 09:31:59,15.54,15.54,15.54,2000
