 150, 50, 150, 20, 1034944.5503200004 
 150, 50, 150, 25, 1034944.5503200004 
 150, 50, 150, 30, 1039882.1024319998 
 150, 50, 150, 35, 1039882.1024319998 
 150, 50, 155, 20, 1029754.3841520003 
 150, 50, 155, 25, 1029754.3841520003 
 150, 50, 155, 30, 1034081.0939600002 
 150, 50, 155, 35, 1034081.0939600002 
 150, 50, 160, 20, 1033526.7415999996 
 150, 50, 160, 25, 1033526.7415999996 
 150, 50, 160, 30, 1028568.6894399998 
 150, 50, 160, 35, 1028568.6894399998 
 150, 50, 165, 20, 1031969.2529679994 
 150, 50, 165, 25, 1031969.2529679994 
 150, 50, 165, 30, 1029097.7737680003 
 150, 50, 165, 35, 1029097.7737680003 
 150, 50, 170, 20, 1026959.1241200003 
 150, 50, 170, 25, 1026959.1241200003 
 150, 50, 170, 30, 1037439.0512640004 
 150, 50, 170, 35, 1037439.0512640004 
 150, 50, 175, 20, 1037758.5210479996 
 150, 50, 175, 25, 1037758.5210479996 
 150, 50, 175, 30, 1037743.4915840001 
 150, 50, 175, 35, 1037743.4915840001 
 150, 50, 180, 20, 1038930.5103520005 
 150, 50, 180, 25, 1038930.5103520005 
 150, 50, 180, 30, 1037965.5169599999 
 150, 50, 180, 35, 1037965.5169599999 
 150, 50, 185, 20, 1039172.3198240004 
 150, 50, 185, 25, 1039172.3198240004 
 150, 50, 185, 30, 1038080.1571200005 
 150, 50, 185, 35, 1038080.1571200005 
 150, 50, 190, 20, 1037360.1893120005 
 150, 50, 190, 25, 1037360.1893120005 
 150, 50, 190, 30, 1037972.8460319997 
 150, 50, 190, 35, 1037972.8460319997 
 150, 50, 195, 20, 1028513.380576001 
 150, 50, 195, 25, 1028513.380576001 
 150, 50, 195, 30, 1038413.0193759999 
 150, 50, 195, 35, 1038413.0193759999 
 150, 50, 200, 20, 1025226.1940479993 
 150, 50, 200, 25, 1025226.1940479993 
 150, 50, 200, 30, 1039301.9079839997 
 150, 50, 200, 35, 1039301.9079839997 
 150, 50, 205, 20, 1019713.0004879998 
 150, 50, 205, 25, 1019713.0004879998 
 150, 50, 205, 30, 1039832.2293599996 
 150, 50, 205, 35, 1039832.2293599996 
 150, 50, 210, 20, 1015962.4029440004 
 150, 50, 210, 25, 1015962.4029440004 
 150, 50, 210, 30, 1039404.9135360002 
 150, 50, 210, 35, 1039404.9135360002 
 150, 50, 215, 20, 1022901.4375200002 
 150, 50, 215, 25, 1022901.4375200002 
 150, 50, 215, 30, 1036618.5280479998 
 150, 50, 215, 35, 1036618.5280479998 
 150, 50, 220, 20, 1023170.15068 
 150, 50, 220, 25, 1023170.15068 
 150, 50, 220, 30, 1024061.7860400002 
 150, 50, 220, 35, 1024061.7860400002 
 150, 50, 225, 20, 1024663.0554319997 
 150, 50, 225, 25, 1024663.0554319997 
 150, 50, 225, 30, 1022875.976616 
 150, 50, 225, 35, 1022875.976616 
 150, 50, 230, 20, 1025533.9076000005 
 150, 50, 230, 25, 1025533.9076000005 
 150, 50, 230, 30, 1023094.0003600003 
 150, 50, 230, 35, 1023094.0003600003 
 150, 50, 235, 20, 1031117.1515280004 
 150, 50, 235, 25, 1031117.1515280004 
 150, 50, 235, 30, 1022985.2651760003 
 150, 50, 235, 35, 1022985.2651760003 
 150, 50, 240, 20, 1030353.138048001 
 150, 50, 240, 25, 1030353.138048001 
 150, 50, 240, 30, 1032065.5801520002 
 150, 50, 240, 35, 1032065.5801520002 
 150, 50, 245, 20, 1032783.218568 
 150, 50, 245, 25, 1032783.218568 
 150, 50, 245, 30, 1040374.804832 
 150, 50, 245, 35, 1040374.804832 
 150, 50, 250, 20, 1032869.6342320008 
 150, 50, 250, 25, 1032869.6342320008 
 150, 50, 250, 30, 1040472.8983360005 
 150, 50, 250, 35, 1040472.8983360005 
 150, 50, 255, 20, 1032245.1474560003 
 150, 50, 255, 25, 1032245.1474560003 
 150, 50, 255, 30, 1031477.7172080004 
 150, 50, 255, 35, 1031477.7172080004 
 150, 50, 260, 20, 1030734.2697119998 
 150, 50, 260, 25, 1030734.2697119998 
 150, 50, 260, 30, 1027611.9106240001 
 150, 50, 260, 35, 1027611.9106240001 
 150, 50, 265, 20, 1029874.6827200002 
 150, 50, 265, 25, 1029874.6827200002 
 150, 50, 265, 30, 1014617.3791120001 
 150, 50, 265, 35, 1014617.3791120001 
 150, 50, 270, 20, 1031920.1482240001 
 150, 50, 270, 25, 1031920.1482240001 
 150, 50, 270, 30, 1005779.1516720001 
 150, 50, 270, 35, 1005779.1516720001 
 150, 50, 275, 20, 1035126.5534880009 
 150, 50, 275, 25, 1035126.5534880009 
 150, 50, 275, 30, 1011057.1221680001 
 150, 50, 275, 35, 1011057.1221680001 
 150, 50, 280, 20, 1035223.5954720008 
 150, 50, 280, 25, 1035223.5954720008 
 150, 50, 280, 30, 1011056.78764 
 150, 50, 280, 35, 1011056.78764 
 150, 50, 285, 20, 1036645.7186800006 
 150, 50, 285, 25, 1036645.7186800006 
