Close,Date Time,High,Low,Open,Volume
21.22,2016-02-26 09:43:58,21.22,21.22,21.22,0
21.23,2016-02-26 09:44:01,21.23,21.23,21.23,6300
21.2,2016-02-26 09:44:04,21.2,21.2,21.2,32000
21.23,2016-02-26 09:44:07,21.23,21.23,21.23,5500
21.2,2016-02-26 09:44:10,21.2,21.2,21.2,24571
21.2,2016-02-26 09:44:13,21.2,21.2,21.2,4100
21.18,2016-02-26 09:44:16,21.18,21.18,21.18,1100
21.18,2016-02-26 09:44:19,21.18,21.18,21.18,600
21.18,2016-02-26 09:44:22,21.18,21.18,21.18,2800
21.15,2016-02-26 09:44:25,21.15,21.15,21.15,4100
21.15,2016-02-26 09:44:28,21.15,21.15,21.15,800
21.15,2016-02-26 09:44:31,21.15,21.15,21.15,2600
21.15,2016-02-26 09:44:34,21.15,21.15,21.15,5900
21.12,2016-02-26 09:44:37,21.12,21.12,21.12,11900
21.12,2016-02-26 09:44:40,21.12,21.12,21.12,51400
21.06,2016-02-26 09:44:43,21.06,21.06,21.06,11600
21.1,2016-02-26 09:44:46,21.1,21.1,21.1,200
21.1,2016-02-26 09:44:49,21.1,21.1,21.1,100
21.08,2016-02-26 09:44:52,21.08,21.08,21.08,200
21.0,2016-02-26 09:44:55,21.0,21.0,21.0,93900
21.04,2016-02-26 09:44:58,21.04,21.04,21.04,700
21.02,2016-02-26 09:45:01,21.02,21.02,21.02,1500
21.02,2016-02-26 09:45:04,21.02,21.02,21.02,5700
21.02,2016-02-26 09:45:07,21.02,21.02,21.02,19300
21.02,2016-02-26 09:45:10,21.02,21.02,21.02,18800
21.0,2016-02-26 09:45:13,21.0,21.0,21.0,3800
21.0,2016-02-26 09:45:16,21.0,21.0,21.0,21100
20.92,2016-02-26 09:45:19,20.92,20.92,20.92,27600
20.96,2016-02-26 09:45:22,20.96,20.96,20.96,16300
20.99,2016-02-26 09:45:25,20.99,20.99,20.99,4000
21.0,2016-02-26 09:45:28,21.0,21.0,21.0,7000
20.95,2016-02-26 09:45:31,20.95,20.95,20.95,2100
20.93,2016-02-26 09:45:34,20.93,20.93,20.93,11700
20.95,2016-02-26 09:45:37,20.95,20.95,20.95,77200
20.93,2016-02-26 09:45:40,20.93,20.93,20.93,40400
