150,80,220,25,990437.774512,9
150,80,210,35,994163.683008,2
150,80,210,30,994163.683008,2
150,80,220,30,1011173.86352,3
150,80,220,20,990437.774512,9
150,80,210,20,989106.31028,9
150,80,210,25,989106.31028,9
150,80,200,30,995110.02568,1
150,80,200,35,995110.02568,1
150,80,200,25,989170.945064,11
150,80,200,20,989170.945064,11
150,80,190,35,1007325.8004,2
150,80,190,25,996954.91576,12
150,80,190,30,1007325.8004,2
150,80,190,20,996954.91576,12
150,80,180,35,1007111.9397,2
150,80,180,30,1007111.9397,2
150,80,180,20,997762.253424,12
150,80,170,35,1004725.67459,3
150,80,180,25,997762.253424,12
150,80,220,35,1011173.86352,3
150,80,230,20,990019.982968,9
150,80,230,25,990019.982968,9
150,80,230,35,1010866.03427,3
150,80,230,30,1010866.03427,3
150,80,240,20,989613.739952,9
150,80,240,25,989613.739952,9
150,90,150,20,1000818.37479,16
150,80,240,30,1010759.7579,3
150,80,240,35,1010759.7579,3
150,90,150,25,1000818.37479,16
150,90,150,30,1004627.80514,3
150,90,150,35,1004627.80514,3
150,90,160,25,996478.88344,14
150,90,160,20,996478.88344,14
150,90,160,30,1004727.28593,3
150,90,160,35,1004727.28593,3
150,90,170,20,997830.751832,14
150,90,170,30,1004725.67459,3
150,90,170,25,997830.751832,14
150,90,170,35,1004725.67459,3
150,90,180,20,997879.91836,13
150,90,180,25,997879.91836,13
150,90,180,30,1004938.87555,3
150,90,180,35,1004938.87555,3
150,90,190,20,988969.915272,11
150,90,190,25,988969.915272,11
150,90,190,30,1007120.18027,2
150,90,200,20,989310.934928,9
150,90,190,35,1007120.18027,2
150,90,200,30,995005.99252,1
150,90,200,25,989310.934928,9
150,90,200,35,995005.99252,1
150,90,210,25,990030.426224,9
150,90,210,20,990030.426224,9
150,90,210,30,994165.977712,2
150,90,210,35,994165.977712,2
150,90,220,20,990429.795248,9
150,90,220,30,1010967.19218,3
150,90,220,25,990429.795248,9
150,90,220,35,1010967.19218,3
150,90,230,20,989205.706152,9
150,90,230,25,989205.706152,9
150,90,230,30,1010867.10134,3
150,90,230,35,1010867.10134,3
150,90,240,20,989413.456368,9
150,90,240,25,989413.456368,9
150,90,240,30,1014197.95058,4
160,50,150,20,1004601.0966,18
150,90,240,35,1014197.95058,4
160,50,150,30,1006165.01301,3
160,50,150,25,1004601.0966,18
160,50,150,35,1006165.01301,3
160,50,160,25,1004381.28447,17
160,50,160,20,1004381.28447,17
160,50,160,35,1006806.46629,2
160,50,160,30,1006806.46629,2
160,50,170,20,995951.759584,15
160,50,170,30,1006908.64606,2
160,50,170,25,995951.759584,15
160,50,180,20,997179.314432,14
160,50,170,35,1006908.64606,2
160,50,180,25,997179.314432,14
