Close,Date Time,High,Low,Open,Volume
3.38,2016-03-11 09:46:20,3.38,3.38,3.38,0
3.37,2016-03-11 09:46:23,3.37,3.37,3.37,3700
3.38,2016-03-11 09:46:26,3.38,3.38,3.38,3100
3.38,2016-03-11 09:46:29,3.38,3.38,3.38,5000
3.38,2016-03-11 09:46:32,3.38,3.38,3.38,8700
3.37,2016-03-11 09:46:35,3.37,3.37,3.37,6000
3.38,2016-03-11 09:46:38,3.38,3.38,3.38,14400
3.37,2016-03-11 09:46:41,3.37,3.37,3.37,6200
3.38,2016-03-11 09:46:44,3.38,3.38,3.38,34300
3.38,2016-03-11 09:46:47,3.38,3.38,3.38,34000
3.37,2016-03-11 09:46:50,3.37,3.37,3.37,700
3.38,2016-03-11 09:46:53,3.38,3.38,3.38,1200
3.37,2016-03-11 09:46:56,3.37,3.37,3.37,11100
3.37,2016-03-11 09:46:59,3.37,3.37,3.37,11000
3.38,2016-03-11 09:47:02,3.38,3.38,3.38,11900
3.37,2016-03-11 09:47:05,3.37,3.37,3.37,500
3.37,2016-03-11 09:47:08,3.37,3.37,3.37,96300
3.38,2016-03-11 09:47:11,3.38,3.38,3.38,500
3.38,2016-03-11 09:47:14,3.38,3.38,3.38,8000
3.38,2016-03-11 09:47:17,3.38,3.38,3.38,0
3.38,2016-03-11 09:47:20,3.38,3.38,3.38,4000
3.38,2016-03-11 09:47:23,3.38,3.38,3.38,0
3.38,2016-03-11 09:47:26,3.38,3.38,3.38,2100
3.38,2016-03-11 09:47:29,3.38,3.38,3.38,6600
3.38,2016-03-11 09:47:32,3.38,3.38,3.38,100
3.37,2016-03-11 09:47:35,3.37,3.37,3.37,20900
3.38,2016-03-11 09:47:38,3.38,3.38,3.38,2600
3.38,2016-03-11 09:47:41,3.38,3.38,3.38,35000
3.37,2016-03-11 09:47:44,3.37,3.37,3.37,15200
3.38,2016-03-11 09:47:47,3.38,3.38,3.38,600
3.38,2016-03-11 09:47:50,3.38,3.38,3.38,1600
3.38,2016-03-11 09:47:53,3.38,3.38,3.38,4400
3.38,2016-03-11 09:47:56,3.38,3.38,3.38,2500
3.38,2016-03-11 09:47:59,3.38,3.38,3.38,1300
3.38,2016-03-11 09:48:02,3.38,3.38,3.38,17300
3.38,2016-03-11 09:48:05,3.38,3.38,3.38,62000
3.38,2016-03-11 09:48:08,3.38,3.38,3.38,2400
3.38,2016-03-11 09:48:11,3.38,3.38,3.38,14692
3.38,2016-03-11 09:48:14,3.38,3.38,3.38,100
3.38,2016-03-11 09:48:17,3.38,3.38,3.38,1000
3.38,2016-03-11 09:48:20,3.38,3.38,3.38,6700
3.38,2016-03-11 09:48:23,3.38,3.38,3.38,12900
3.38,2016-03-11 09:48:26,3.38,3.38,3.38,2000
3.38,2016-03-11 09:48:29,3.38,3.38,3.38,13600
3.39,2016-03-11 09:48:32,3.39,3.39,3.39,20700
3.39,2016-03-11 09:48:35,3.39,3.39,3.39,0
3.38,2016-03-11 09:48:38,3.38,3.38,3.38,7700
3.38,2016-03-11 09:48:41,3.38,3.38,3.38,20400
3.38,2016-03-11 09:48:44,3.38,3.38,3.38,14100
3.37,2016-03-11 09:48:47,3.37,3.37,3.37,33900
3.38,2016-03-11 09:48:50,3.38,3.38,3.38,100
3.38,2016-03-11 09:48:53,3.38,3.38,3.38,1600
3.38,2016-03-11 09:48:56,3.38,3.38,3.38,10700
3.38,2016-03-11 09:48:59,3.38,3.38,3.38,166200
3.38,2016-03-11 09:49:02,3.38,3.38,3.38,16700
3.38,2016-03-11 09:49:05,3.38,3.38,3.38,24000
3.37,2016-03-11 09:49:08,3.37,3.37,3.37,4700
3.38,2016-03-11 09:49:11,3.38,3.38,3.38,22300
3.38,2016-03-11 09:49:14,3.38,3.38,3.38,1137354
3.38,2016-03-11 09:49:17,3.38,3.38,3.38,500
3.38,2016-03-11 09:49:20,3.38,3.38,3.38,0
3.37,2016-03-11 09:49:23,3.37,3.37,3.37,6000
3.38,2016-03-11 09:49:26,3.38,3.38,3.38,3000
3.38,2016-03-11 09:49:29,3.38,3.38,3.38,1700
3.37,2016-03-11 09:49:32,3.37,3.37,3.37,14300
3.38,2016-03-11 09:49:35,3.38,3.38,3.38,103200
3.37,2016-03-11 09:49:38,3.37,3.37,3.37,5000
3.37,2016-03-11 09:49:41,3.37,3.37,3.37,300
3.37,2016-03-11 09:49:44,3.37,3.37,3.37,100100
3.38,2016-03-11 09:49:47,3.38,3.38,3.38,103100
3.37,2016-03-11 09:49:50,3.37,3.37,3.37,5200
3.37,2016-03-11 09:49:53,3.37,3.37,3.37,700
3.37,2016-03-11 09:49:56,3.37,3.37,3.37,400
3.38,2016-03-11 09:49:59,3.38,3.38,3.38,9500
3.37,2016-03-11 09:50:02,3.37,3.37,3.37,15100
3.37,2016-03-11 09:50:05,3.37,3.37,3.37,12000
3.37,2016-03-11 09:50:08,3.37,3.37,3.37,103886
3.37,2016-03-11 09:50:11,3.37,3.37,3.37,21300
3.37,2016-03-11 09:50:14,3.37,3.37,3.37,177000
3.37,2016-03-11 09:50:17,3.37,3.37,3.37,10700
3.37,2016-03-11 09:50:20,3.37,3.37,3.37,19814
3.38,2016-03-11 09:50:23,3.38,3.38,3.38,89200
3.37,2016-03-11 09:50:26,3.37,3.37,3.37,5000
3.37,2016-03-11 09:50:29,3.37,3.37,3.37,2300
3.37,2016-03-11 09:50:32,3.37,3.37,3.37,20800
3.37,2016-03-11 09:50:35,3.37,3.37,3.37,1100
3.37,2016-03-11 09:50:38,3.37,3.37,3.37,0
3.38,2016-03-11 09:50:41,3.38,3.38,3.38,3700
3.37,2016-03-11 09:50:44,3.37,3.37,3.37,8000
3.38,2016-03-11 09:50:47,3.38,3.38,3.38,1000
3.37,2016-03-11 09:50:50,3.37,3.37,3.37,37286
3.37,2016-03-11 09:50:53,3.37,3.37,3.37,97800
3.37,2016-03-11 09:50:56,3.37,3.37,3.37,155900
3.38,2016-03-11 09:50:59,3.38,3.38,3.38,103114
3.38,2016-03-11 09:51:02,3.38,3.38,3.38,0
3.37,2016-03-11 09:51:05,3.37,3.37,3.37,10200
3.38,2016-03-11 09:51:08,3.38,3.38,3.38,33500
3.38,2016-03-11 09:51:11,3.38,3.38,3.38,13500
3.38,2016-03-11 09:51:14,3.38,3.38,3.38,49700
3.38,2016-03-11 09:51:17,3.38,3.38,3.38,12300
3.38,2016-03-11 09:51:20,3.38,3.38,3.38,18600
3.38,2016-03-11 09:51:23,3.38,3.38,3.38,33500
3.38,2016-03-11 09:51:26,3.38,3.38,3.38,0
3.37,2016-03-11 09:51:29,3.37,3.37,3.37,2900
3.38,2016-03-11 09:51:32,3.38,3.38,3.38,115300
3.38,2016-03-11 09:51:35,3.38,3.38,3.38,3000
3.38,2016-03-11 09:51:38,3.38,3.38,3.38,11200
3.38,2016-03-11 09:51:41,3.38,3.38,3.38,4000
3.38,2016-03-11 09:51:44,3.38,3.38,3.38,59300
3.38,2016-03-11 09:51:47,3.38,3.38,3.38,52300
3.37,2016-03-11 09:51:50,3.37,3.37,3.37,7100
3.37,2016-03-11 09:51:53,3.37,3.37,3.37,0
3.38,2016-03-11 09:51:56,3.38,3.38,3.38,2300
