Close,Date Time,High,Low,Open,Volume
16.14,2016-04-27 09:34:30,16.14,16.14,16.14,0
16.15,2016-04-27 09:34:33,16.15,16.15,16.15,400
16.15,2016-04-27 09:34:36,16.15,16.15,16.15,0
16.17,2016-04-27 09:34:39,16.17,16.17,16.17,6100
16.16,2016-04-27 09:34:42,16.16,16.16,16.16,22300
16.17,2016-04-27 09:34:45,16.17,16.17,16.17,49200
16.15,2016-04-27 09:34:48,16.15,16.15,16.15,9500
16.15,2016-04-27 09:34:51,16.15,16.15,16.15,15000
16.15,2016-04-27 09:34:54,16.15,16.15,16.15,2000
16.14,2016-04-27 09:34:57,16.14,16.14,16.14,2200
16.15,2016-04-27 09:35:00,16.15,16.15,16.15,1600
16.15,2016-04-27 09:35:03,16.15,16.15,16.15,4500
16.15,2016-04-27 09:35:06,16.15,16.15,16.15,1000
16.15,2016-04-27 09:35:09,16.15,16.15,16.15,6000
16.15,2016-04-27 09:35:12,16.15,16.15,16.15,7300
16.14,2016-04-27 09:35:15,16.14,16.14,16.14,6800
16.14,2016-04-27 09:35:18,16.14,16.14,16.14,43000
16.14,2016-04-27 09:35:20,16.14,16.14,16.14,18600
16.14,2016-04-27 09:35:24,16.14,16.14,16.14,0
16.14,2016-04-27 09:35:27,16.14,16.14,16.14,1700
16.14,2016-04-27 09:35:30,16.14,16.14,16.14,1300
16.14,2016-04-27 09:35:33,16.14,16.14,16.14,4600
16.14,2016-04-27 09:35:36,16.14,16.14,16.14,2100
16.13,2016-04-27 09:35:39,16.13,16.13,16.13,200
16.14,2016-04-27 09:35:42,16.14,16.14,16.14,54300
16.13,2016-04-27 09:35:45,16.13,16.13,16.13,4300
16.13,2016-04-27 09:35:48,16.13,16.13,16.13,1200
16.13,2016-04-27 09:35:50,16.13,16.13,16.13,29400
16.13,2016-04-27 09:35:54,16.13,16.13,16.13,1500
16.13,2016-04-27 09:35:56,16.13,16.13,16.13,100
16.13,2016-04-27 09:36:00,16.13,16.13,16.13,500
16.13,2016-04-27 09:36:03,16.13,16.13,16.13,1600
16.13,2016-04-27 09:36:06,16.13,16.13,16.13,2600
16.13,2016-04-27 09:36:09,16.13,16.13,16.13,1000
16.13,2016-04-27 09:36:12,16.13,16.13,16.13,1700
