,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
676,733512,235100,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10794844,513300,18066025,8480246,4233500,2756600,2143200,1998200,1752100,581900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14889900,90500,12002500,2655700,653000,632000,365800,180600,154600,99900,31200,34400,0,31200,28200,31200,64,0,31300,0,73,0,0,92504000,60939915,34546600,31820,30920,0,601288,601288.SH,0D09:25:05.036845000
712,733512,235100,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10794844,513300,18066025,8480246,4233500,2756600,2143200,1998200,1752100,581900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14889900,90500,12002500,2655700,653000,632000,365800,180600,154600,99900,31200,34400,0,31200,28200,31200,64,31200,31300,0,100,0,0,92513000,60939915,34546600,31820,30920,0,601288,601288.SH,0D09:25:14.259381000
713,733512,235100,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10794844,513300,18066025,8480246,4233500,2756600,2143200,1998200,1752100,581900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14889900,90500,12002500,2655700,653000,632000,365800,180600,154600,99900,31200,34400,0,31200,28200,31200,64,31200,31300,0,100,0,0,92513000,60939915,34546600,31820,30920,0,601288,601288.SH,0D09:25:14.259565000
724,733512,235100,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10794844,513300,18066025,8480246,4233500,2756600,2143200,1998200,1752100,581900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14889900,90500,12002500,2655700,653000,632000,365800,180600,154600,99900,31200,34400,0,31200,28200,31200,64,31200,31300,0,79,0,0,92901000,60939915,34546600,31820,30920,0,601288,601288.SH,0D09:29:02.237908000
742,733512,235100,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10794844,513300,18066025,8480246,4233500,2756600,2143200,1998200,1752100,581900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14889900,90500,12002500,2655700,653000,632000,365800,180600,154600,99900,31200,34400,0,31200,28200,31200,64,31200,31300,0,79,0,0,92903000,60939915,34546600,31820,30920,0,601288,601288.SH,0D09:29:08.245789000
758,737258,236300,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,10965395,513300,18202425,8492946,4225500,2756600,2154700,1998200,1757100,651900,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,14904600,90500,12224200,2664000,653000,638100,365800,180700,154600,99900,31300,34400,0,31200,28200,31300,68,31200,31300,0,79,0,0,93002000,61357466,34802500,31820,30920,0,601288,601288.SH,0D09:30:02.320096000
767,4061119,1301600,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,11575395,558800,17951625,8344146,4308600,2926700,2201600,2057705,2569300,1156500,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,13447900,92500,12511300,2736900,654700,700700,366600,190200,161500,101900,31300,34400,0,31200,28200,31200,105,31200,31300,0,79,0,0,93004000,64185771,33927300,31850,30900,0,601288,601288.SH,0D09:30:05.430449000
779,4061119,1301600,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,11862795,558800,17952225,8354146,4335600,2927900,2208100,2061205,2569300,1160500,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,13457900,92500,12511300,2748600,657900,722600,366600,190200,161500,101900,31300,34400,0,31200,28200,31200,105,31200,31300,0,79,0,0,93008000,64570971,33976100,31850,30900,0,601288,601288.SH,0D09:30:10.751651000
788,4079839,1307600,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,11877795,558800,17952225,8354146,4335600,2927900,2208100,2061205,2571300,1160500,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,13451400,92500,12511300,2760400,657900,726800,366600,190200,161500,101900,31300,34400,0,31200,28200,31200,106,31200,31300,0,79,0,0,93011000,64592971,33985600,31850,30900,0,601288,601288.SH,0D09:30:11.326510000
797,7199839,2307600,20160429,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,12497795,558800,17414825,8354146,4335600,2922900,2208100,2071205,2571300,1160500,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,12451400,92500,12511300,2760400,657900,720800,366600,190200,161500,101900,31300,34400,0,31200,28200,31200,112,31200,31300,0,79,0,0,93014000,64700571,32980200,31850,30900,0,601288,601288.SH,0D09:30:14.562908000
