,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
3,57020543,3023600,20160226,187900,189200,188000,188100,188500,188600,188700,188800,188900,189000,1200,8800,56150,5100,400,8400,3000,5700,13800,39500,187800,186900,187700,187600,187500,187400,187300,187200,187100,187000,7500,500,400,4000,9600,200,5100,4500,2500,27700,190700,206700,0,187000,169100,187900,2546,188100,187900,0,79,0,0,94402000,1365005,524500,196950,178690,0,'600677','600677.SH','0D09:44:03.569601000'
13,57022422,3023700,20160226,187900,189200,188000,188100,188500,188600,188700,188800,188900,189000,1100,8800,57050,5100,400,8400,3000,5200,13800,39500,187800,186900,187700,187600,187500,187400,187300,187200,187100,187000,7500,500,400,24000,9600,200,5100,4500,2500,27700,190700,206700,0,187000,169100,187900,2547,188100,187900,0,79,0,0,94405000,1365305,544400,196950,179020,0,'600677','600677.SH','0D09:44:06.544137000'
23,57044963,3024900,20160226,187900,189200,188000,188100,188500,188600,188700,188800,188900,189000,2000,6100,55950,5100,400,9700,3000,5200,13800,39500,187800,186900,187700,187600,187500,187400,187300,187200,187100,187000,7000,500,400,24000,9600,200,5100,4500,2500,27700,190700,206700,0,187000,169100,187800,2551,188100,187900,0,79,0,0,94408000,1362605,543800,196970,179010,0,'600677','600677.SH','0D09:44:09.739638000'
36,57105061,3028100,20160226,187900,189200,188000,188100,188500,188600,188700,188800,188900,189000,1800,6100,53350,5100,400,9700,3000,5200,13800,38500,187800,186900,187700,187600,187500,187400,187300,187200,187100,187000,5000,500,400,24000,9600,200,5100,4500,2500,27700,190700,206700,0,187000,169100,187800,2553,188100,187900,0,79,0,0,94411000,1354605,543600,197000,178970,0,'600677','600677.SH','0D09:44:12.701502000'
43,57257189,3036200,20160226,187800,189000,187900,188000,188100,188500,188600,188700,188800,188900,800,38500,400,53150,5100,400,9700,3000,5600,13800,187600,186600,187500,187400,187300,187200,187100,187000,186900,186800,24000,100,9600,200,5100,4500,2500,26800,500,500,190700,206700,0,187000,169100,187800,2571,188100,187900,0,79,0,0,94414000,1351705,537300,197020,178860,0,'600677','600677.SH','0D09:44:15.568418000'
53,57309793,3039000,20160226,188000,189200,188100,188400,188500,188600,188700,188800,188900,189000,53450,6100,5100,200,400,9700,3000,5600,13800,38500,187900,186800,187600,187500,187400,187300,187200,187100,187000,186900,800,500,6000,9600,200,5100,4500,2500,26800,500,190700,206700,0,187000,169100,187900,2578,188100,187900,0,79,0,0,94417000,1351205,522100,197020,178540,0,'600677','600677.SH','0D09:44:18.545382000'
66,57339837,3040600,20160226,187800,188900,187900,188000,188100,188400,188500,188600,188700,188800,6000,13800,1500,53450,5100,200,400,8400,3000,5600,187700,186800,187600,187500,187400,187300,187200,187100,187000,186900,300,500,6000,9600,200,5100,4500,2500,26800,500,190700,206700,0,187000,169100,187600,2583,188100,187900,0,79,0,0,94420000,1358105,521300,196980,178530,0,'600677','600677.SH','0D09:44:21.638924000'
73,57394286,3043500,20160226,187700,188800,187800,187900,188000,188100,188400,188500,188600,188700,4200,5300,11600,1500,22950,5100,200,400,7900,3000,187600,186600,187500,187400,187300,187200,187100,187000,186900,186800,5500,100,9600,200,5100,4500,2500,26800,500,500,190700,206700,0,187000,169100,187600,2589,188100,187900,0,79,0,0,94423000,1338305,520500,197120,178520,0,'600677','600677.SH','0D09:44:24.537535000'
86,57647594,3057000,20160226,187600,188800,187800,187900,188000,188100,188400,188500,188600,188700,200,5300,10300,2000,22850,5100,200,400,7900,3000,187500,186500,187400,187300,187200,187100,187000,186900,186800,186600,7600,1300,200,5100,4500,2500,27400,500,500,100,190700,206700,0,187000,169100,187500,2603,188100,187900,0,79,0,0,94426000,1333605,513700,197150,178390,0,'600677','600677.SH','0D09:44:27.631316000'
93,57745160,3062200,20160226,187700,188800,187800,187900,188000,188100,188400,188500,188600,188700,500,5300,10400,3000,22650,5100,200,400,7900,3000,187600,186600,187500,187400,187300,187200,187100,187000,186900,186800,2500,100,6800,200,5000,4500,2500,27800,500,500,190700,206700,0,187000,169100,187600,2613,188100,187900,0,79,0,0,94429000,1334605,515700,197150,178430,0,'600677','600677.SH','0D09:44:30.918123000'
103,57829580,3066700,20160226,187600,188700,187700,187800,187900,188000,188100,188400,188500,188600,800,3000,3300,10400,3000,22650,1600,200,400,7900,187500,186500,187400,187300,187200,187100,187000,186900,186800,186600,3200,1300,200,5500,4500,2500,28100,500,500,100,190700,206700,0,187000,169100,187600,2619,188100,187900,0,79,0,0,94432000,1352505,509900,197170,178330,0,'600677','600677.SH','0D09:44:33.647652000'
113,57987044,3075100,20160226,187600,188700,187700,187800,187900,188000,188100,188400,188500,188600,4600,3000,3900,11300,7400,32450,1600,200,400,7900,187300,186200,187200,187100,187000,186900,186800,186600,186500,186300,2700,100,4500,2500,27800,500,500,100,1300,1000,190700,206700,0,187000,169100,187300,2630,188100,187900,0,79,0,0,94435000,1309605,503300,197170,178210,0,'600677','600677.SH','0D09:44:36.598215000'
126,58088273,3080500,20160226,187400,188500,187500,187600,187700,187800,187900,188000,188100,188400,1000,400,2700,3400,5300,11300,6900,18050,1600,200,187300,186200,187200,187100,187000,186900,186800,186600,186500,186300,600,100,4500,2500,27800,500,500,100,1300,1000,190700,206700,0,187000,169100,187500,2641,188100,187900,0,79,0,0,94438000,1298205,501200,197240,178170,0,'600677','600677.SH','0D09:44:40.061507000'
136,58215730,3087300,20160226,187500,188700,187600,187700,187800,187900,188000,188100,188500,188600,8300,3000,2700,4800,11300,6900,17550,1600,400,7900,187200,186100,187100,187000,186900,186800,186600,186500,186300,186200,3400,2200,2600,27800,500,500,100,1300,1000,100,190700,206700,0,187000,169100,187500,2652,188100,187900,0,79,0,0,94441000,1298905,499600,197230,178140,0,'600677','600677.SH','0D09:44:42.614422000'
143,58303855,3092000,20160226,187500,188700,187600,187700,187800,187900,188000,188100,188500,188600,7100,3000,9600,4800,9800,6900,17550,1600,400,7900,187200,186100,187100,187000,186900,186800,186600,186500,186300,186200,3400,2200,2500,27800,500,500,100,1300,1000,100,190700,206700,0,187000,169100,187500,2655,188100,187900,0,79,0,0,94444000,1303105,499500,197200,178140,0,'600677','600677.SH','0D09:44:45.636886000'
156,58322601,3093000,20160226,187500,188800,187600,187700,187800,187900,188000,188100,188600,188700,42200,3600,8600,4800,8000,6900,17550,1600,7900,3000,187300,186200,187200,187100,187000,186900,186800,186600,186500,186300,100,100,3400,2500,27200,500,500,100,1300,1000,190700,206700,0,187000,169100,187500,2657,188100,187900,0,79,0,0,94447000,1327105,499000,196990,178130,0,'600677','600677.SH','0D09:44:48.702188000'
163,58345066,3094200,20160226,187300,188600,187400,187500,187600,187700,187800,187900,188000,188100,300,7900,1500,42200,8600,4200,8000,7900,17550,1600,187200,186100,187100,187000,186900,186800,186600,186500,186300,186200,2100,2200,2500,25900,500,500,100,1300,1000,100,190700,206700,0,187000,169100,187200,2660,188100,187900,0,79,0,0,94450000,1329305,496300,196970,178080,0,'600677','600677.SH','0D09:44:51.691787000'
173,58418064,3098100,20160226,187200,188100,187300,187400,187500,187600,187700,187800,187900,188000,600,1600,300,1500,42200,8300,4200,8000,7900,17250,187100,186000,187000,186900,186800,186600,186500,186300,186200,186100,2500,8900,25900,500,500,100,1300,1000,100,2200,190700,206700,0,187000,169100,187100,2667,188100,187900,0,79,0,0,94453000,1329305,494200,196970,178040,0,'600677','600677.SH','0D09:44:54.697466000'
186,58498605,3102400,20160226,187200,188600,187300,187500,187600,187700,187800,187900,188000,188100,1500,7900,1100,41800,8000,4200,8000,6000,16750,1600,187100,186000,187000,186900,186800,186600,186500,186300,186200,186100,2700,8900,11400,500,500,100,1300,1000,100,2200,190700,206700,0,187000,169100,187500,2676,188100,187900,0,79,0,0,94456000,1332805,479900,197020,177770,0,'600677','600677.SH','0D09:44:58.286001000'
196,58865765,3122000,20160226,187500,188800,187600,187700,187800,187900,188000,188100,188600,188700,38800,3600,8000,3600,8000,6000,16750,1600,7900,3000,187400,186000,187000,186900,186800,186600,186500,186300,186200,186100,54600,8900,10700,500,500,100,1300,1000,100,2200,190700,206700,0,187000,169100,187400,2695,188100,187900,0,79,0,0,94459000,1325605,531100,197070,178700,0,'600677','600677.SH','0D09:45:00.809354000'
206,59154361,3137400,20160226,187500,188800,187600,187700,187800,187900,188000,188100,188600,188700,39400,3600,8000,3600,8000,6000,16750,1600,7900,3000,187400,186100,187100,187000,186900,186800,186600,186500,186300,186200,39200,2200,100,10700,500,500,100,1300,1000,100,190700,206700,0,187000,169100,187400,2698,188100,187900,0,79,0,0,94502000,1326205,510900,197070,178390,0,'600677','600677.SH','0D09:45:03.629523000'
