,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
361,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,0,189000,0,73,0,0,92503000,636449,157600,196500,184530,0,600677,600677.SH,0D09:25:04.170879000
396,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,187700,189000,0,100,0,0,92509000,636449,157600,196500,184530,0,600677,600677.SH,0D09:25:10.830927000
397,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,187700,189000,0,100,0,0,92509000,636449,157600,196500,184530,0,600677,600677.SH,0D09:25:10.831016000
420,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,187700,189000,0,79,0,0,92902000,636449,157600,196500,184530,0,600677,600677.SH,0D09:29:02.314676000
421,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,187700,189000,0,79,0,0,92902000,636449,157600,196500,184530,0,600677,600677.SH,0D09:29:02.314742000
438,386662,20600,20160504,187700,189500,187800,187900,188000,188200,188500,188800,188900,189000,11700,5000,23000,200,7100,6400,34800,20000,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,8100,27500,600,2200,11800,7000,3200,5000,200,6000,187700,207900,0,187700,170100,187700,25,187700,189000,0,79,0,0,92903000,636449,157600,196500,184530,0,600677,600677.SH,0D09:29:08.469780000
445,448537,23900,20160504,187700,189100,187800,187900,188000,188200,188500,188800,188900,189000,12700,1000,23000,200,7100,6400,34800,13700,8200,17100,187500,186000,187300,187100,187000,186800,186500,186400,186200,186100,4800,27500,600,4200,11800,7000,2800,5000,200,11000,187700,207900,0,187500,170100,187500,29,187700,189000,0,79,0,0,93002000,639649,161900,196720,184550,0,600677,600677.SH,0D09:30:02.408241000
458,710945,37900,20160504,187500,188700,187700,187800,187900,188000,188200,188400,188500,188600,29300,4000,18000,22500,200,13400,5900,2500,27800,1000,187100,186000,187000,186900,186800,186500,186400,186300,186200,186100,15100,29700,15900,2100,10700,2800,4500,500,2200,12300,187700,207900,0,187100,170100,187500,55,187700,189000,0,79,0,0,93005000,813749,257800,195890,183770,0,600677,600677.SH,0D09:30:06.523711000
484,827166,44100,20160504,187300,188500,187500,187700,187800,187900,188000,188200,188300,188400,2800,1000,70000,20900,22500,200,6500,5900,2100,2500,187100,186000,187000,186900,186800,186700,186500,186300,186200,186100,15000,29700,15900,2100,10700,200,2800,500,3800,32300,187700,207900,0,187100,170100,187500,67,187700,189000,0,79,0,0,93008000,831649,309800,195850,183690,0,600677,600677.SH,0D09:30:13.353588000
491,864586,46100,20160504,187300,188500,187500,187700,187800,187900,188000,188200,188300,188400,2800,1000,72100,20900,22500,200,6500,5900,2100,2500,187100,186000,187000,186900,186800,186700,186500,186300,186200,186100,20300,30400,15900,2100,10700,200,2800,500,3800,35200,187700,207900,0,187100,170100,187100,70,187700,189000,0,79,0,0,93011000,833749,334200,195830,183830,0,600677,600677.SH,0D09:30:14.265468000
