,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
2,134447478,16348055,20160226,82100,83000,82200,82300,82400,82500,82600,82700,82800,82900,3001,205320,81800,196800,312000,54100,119600,247400,358343,487300,81500,80600,81400,81300,81200,81100,81000,80900,80800,80700,2600,6200,204034,87400,13400,126000,209800,15500,74700,5400,82900,89500,0,81300,73300,82200,2694,81900,81400,0,79,0,0,94402000,10136959,1761334,85280,79490,0,'600016','600016.SH','0D09:44:03.568185000'
12,134450752,16348455,20160226,81800,82900,82100,82200,82300,82400,82500,82600,82700,82800,2600,487300,3001,81800,77200,312000,54100,119600,247400,358343,81700,80800,81600,81500,81400,81300,81200,81100,81000,80900,300,74700,3300,3800,205934,88400,12900,126300,209500,15500,82900,89500,0,81300,73300,81800,2697,81900,81400,0,79,0,0,94405000,10026059,1769534,85320,79500,0,'600016','600016.SH','0D09:44:06.542929000'
22,134708726,16379855,20160226,82100,83000,82200,82300,82400,82500,82600,82700,82800,82900,1000,200720,56001,77200,312000,54100,119600,247400,358343,487300,81700,80800,81600,81500,81400,81300,81200,81100,81000,80900,500,74700,3300,4100,205934,89400,12900,126300,195400,15500,82900,89500,0,81300,73300,82200,2703,81900,81400,0,79,0,0,94408000,9998259,1756934,85330,79490,0,'600016','600016.SH','0D09:44:09.738986000'
35,134716926,16380855,20160226,82000,82900,82100,82200,82300,82400,82500,82600,82700,82800,1000,537300,11000,56001,77200,312000,53600,119600,247400,358343,81700,80800,81600,81500,81400,81300,81200,81100,81000,80900,500,74700,11000,5000,207134,89400,12500,126300,198500,15500,82900,89500,0,81300,73300,82000,2704,81900,81400,0,79,0,0,94411000,10058759,1772434,85310,79510,0,'600016','600016.SH','0D09:44:12.700053000'
42,134740599,16383755,20160226,81700,82800,82000,82100,82200,82300,82400,82500,82600,82700,1000,358343,1000,21000,56001,77200,312000,53600,119600,247400,81600,80700,81500,81400,81300,81200,81100,81000,80900,80800,9000,6600,30900,208134,91400,12600,126300,198500,15500,74700,82900,89500,0,81300,73300,81600,2709,81900,81400,0,79,0,0,94414000,10070959,1799234,85310,79530,0,'600016','600016.SH','0D09:44:15.566801000'
52,134740599,16383755,20160226,81700,82800,82000,82100,82200,82300,82400,82500,82600,82700,1000,358743,31000,22000,63701,77200,312000,53600,119600,247400,81600,80700,81500,81400,81300,81200,81100,81000,80900,80800,18900,6600,36000,209234,93400,12600,126300,198500,15500,74700,82900,89500,0,81300,73300,81600,2709,81900,81400,0,79,0,0,94417000,10110459,1818434,85290,79550,0,'600016','600016.SH','0D09:44:18.543592000'
65,134749576,16384855,20160226,81700,82800,82000,82100,82200,82300,82400,82500,82600,82700,900,362643,41000,22500,66401,77200,312000,54400,119600,247400,81600,80700,81500,81400,81300,81200,81100,81000,80900,80800,17900,6600,45000,209234,93400,12600,126300,198500,15500,74700,82900,89500,0,81300,73300,81700,2711,81900,81400,0,79,0,0,94420000,10135259,1826434,85290,79560,0,'600016','600016.SH','0D09:44:21.637942000'
72,134756105,16385655,20160226,81700,82800,82000,82100,82200,82300,82400,82500,82600,82700,6300,367643,41000,22500,89201,77200,312000,54400,119600,247400,81600,80700,81500,81400,81300,81200,81100,81000,80900,80800,17200,6600,47000,208334,93400,12600,126300,198500,15500,74700,82900,89500,0,81300,73300,81600,2714,81900,81400,0,79,0,0,94423000,10168959,1826834,85280,79560,0,'600016','600016.SH','0D09:44:24.536328000'
85,135220269,16442555,20160226,82000,82900,82100,82200,82300,82400,82500,82600,82700,82800,41000,538300,33500,89201,82200,312000,55300,119600,247400,367643,81500,80600,81400,81300,81200,81100,81000,80900,80800,80700,24100,6200,211934,93400,12600,126300,98500,15500,74800,6600,82900,89500,0,81300,73300,81500,2737,81900,81400,0,79,0,0,94426000,10229559,1690434,85270,79440,0,'600016','600016.SH','0D09:44:27.629882000'
92,135807532,16514655,20160226,81700,82800,82000,82100,82200,82300,82400,82500,82600,82700,18400,367643,41000,33500,90401,85600,312000,55300,119600,247400,81400,80500,81300,81200,81100,81000,80900,80800,80700,80600,169834,23500,93400,13200,126300,98500,15500,74800,6600,6200,82900,89500,0,81300,73300,81700,2759,81900,81400,0,79,0,0,94429000,10266559,1624834,85270,79360,0,'600016','600016.SH','0D09:44:30.916283000'
