,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
10,22719057,847389,20160503,268100,269100,268200,268300,268500,268600,268700,268800,268900,269000,350,5600,29810,3400,4900,2600,2000,1700,2000,400,268000,267000,267900,267700,267600,267500,267400,267300,267200,267100,15100,7100,2700,4900,1700,22900,79300,100,2500,2600,269800,294700,0,266500,241100,268100,1243,269700,267900,0,0,15639,0,94830870,1129917,613300,282700,261700,0,738,000738.SZ,0D09:48:34.940774000
25,22780727,849689,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,29160,700,3400,4900,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,1700,2600,15100,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1246,269700,267900,0,0,15639,0,94833470,1130817,613200,282700,261700,0,738,000738.SZ,0D09:48:37.918553000
40,22823623,851289,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,30660,700,3400,4900,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,200,2600,15100,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1250,269700,267900,0,0,15639,0,94837370,1133917,612800,282700,261700,0,738,000738.SZ,0D09:48:40.925924000
55,22834349,851689,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,30460,700,3400,4900,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,6800,2600,15100,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1253,269700,267900,0,0,15639,0,94838470,1133717,619400,282700,261700,0,738,000738.SZ,0D09:48:43.865144000
69,22850435,852289,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,30460,700,3400,4900,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,6200,2600,15100,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1255,269700,267900,0,0,15639,0,94842890,1133717,619400,282700,261700,0,738,000738.SZ,0D09:48:46.897780000
84,22971080,856789,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,30460,700,3400,2400,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,1700,2600,15100,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1256,269700,267900,0,0,15639,0,94845420,1138017,614900,282600,261700,0,738,000738.SZ,0D09:48:49.897626000
99,23005945,858089,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,29260,700,3400,2400,2600,2000,1700,2000,400,5600,268100,267100,268000,267900,267700,267600,267500,267400,267300,267200,900,2600,15000,2700,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268200,1259,269700,267900,0,0,15639,0,94849360,1137117,614000,282700,261700,0,738,000738.SZ,0D09:48:52.832616000
114,23072954,860589,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,29260,700,3400,2400,2600,2000,1700,2000,400,5600,268100,267200,268000,267900,267800,267700,267600,267500,267400,267300,100,2500,13400,2800,1000,4900,1700,21000,79300,100,269800,294700,0,266500,241100,268000,1262,269700,267900,0,0,15639,0,94851300,1137317,612700,282700,261600,0,738,000738.SZ,0D09:48:55.965161000
129,23072980,860590,20160503,268200,269200,268300,268500,268600,268700,268800,268900,269000,269100,29260,700,3400,2400,2600,2000,1700,2000,400,5600,268100,267200,268000,267900,267800,267700,267600,267500,267400,267300,599,2500,13400,2800,1000,4900,1700,21000,79300,100,269800,294700,0,266500,241100,268100,1263,269700,267900,0,0,15639,0,94852990,1137117,613199,282700,261700,0,738,000738.SZ,0D09:49:00.360838000
144,23107814,861889,20160503,268100,269100,268200,268300,268500,268600,268700,268800,268900,269000,2601,5600,28560,3400,2400,2600,2000,1700,2000,400,268000,267100,267900,267800,267700,267600,267500,267400,267300,267200,13500,2600,1400,1000,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1269,269700,267900,0,0,15639,0,94856680,1139018,611300,282600,261600,0,738,000738.SZ,0D09:49:01.955516000
159,23110495,861989,20160503,268100,269100,268200,268300,268500,268600,268700,268800,268900,269000,2601,5600,28560,3400,2400,2600,2000,1700,2000,400,268000,267100,267900,267800,267700,267600,267500,267400,267300,267200,13500,2600,1400,1000,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1270,269700,267900,0,0,15639,0,94901250,1138918,611300,282600,261600,0,738,000738.SZ,0D09:49:04.971999000
174,23129257,862689,20160503,268100,269100,268200,268300,268500,268600,268700,268800,268900,269000,2901,5600,28560,3400,2400,2600,2000,1700,2000,400,268000,267100,267900,267800,267700,267600,267500,267400,267300,267200,13000,2600,1400,1000,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268000,1272,269700,267900,0,0,15639,0,94903780,1138718,610800,282600,261600,0,738,000738.SZ,0D09:49:07.917140000
203,23196282,865189,20160503,268100,269100,268200,268300,268500,268600,268700,268800,268900,269000,11401,5600,28560,3400,2400,2600,2000,1700,2000,400,268000,267100,267900,267800,267700,267600,267500,267400,267300,267200,13000,2600,1400,1000,4900,1700,21000,79300,100,2500,269800,294700,0,266500,241100,268100,1275,269700,267900,0,0,15639,0,94909950,1147818,610800,282500,261600,0,738,000738.SZ,0D09:49:13.935322000
