,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
6,50245684,16033466,20160226,31400,32300,31500,31600,31700,31800,31900,32000,32100,32200,12508671,701500,4152000,3233100,1787742,1871663,1590154,3626900,853004,771200,31300,30400,31200,31100,31000,30900,30800,30700,30600,30500,1005100,55800,5119464,2303700,2870500,1283500,1699700,356800,769100,599300,31400,34300,0,31200,28100,31300,2963,31400,31200,0,79,0,0,94402000,41297402,21762664,32000,30540,0,'601988','601988.SH','0D09:44:03.631881000'
16,53345961,17023966,20160226,31400,32300,31500,31600,31700,31800,31900,32000,32100,32200,12507471,701500,4152000,3233100,1757742,1871663,1590154,3626900,853004,771200,31300,30400,31200,31100,31000,30900,30800,30700,30600,30500,18400,55800,5124864,2303700,2870500,1283500,1699700,356800,769100,599300,31400,34300,0,31200,28100,31400,3136,31400,31200,0,79,0,0,94405000,41266202,20782864,32000,30500,0,'601988','601988.SH','0D09:44:06.676092000'
26,53669641,17127266,20160226,31400,32300,31500,31600,31700,31800,31900,32000,32100,32200,12472371,701500,4157000,3233100,1757742,1873363,1590154,3626900,853004,771200,31300,30400,31200,31100,31000,30900,30800,30700,30600,30500,5000,55800,5100064,2303700,2865500,1283500,1699700,356800,774100,599300,31400,34300,0,31200,28100,31400,3157,31400,31200,0,79,0,0,94408000,41238702,20744664,32000,30500,0,'601988','601988.SH','0D09:44:09.770426000'
34,53718469,17142866,20160226,31400,32300,31500,31600,31700,31800,31900,32000,32100,32200,12472371,704500,4157000,3233100,1757742,1873363,1590254,3626900,853004,771200,31300,30400,31200,31100,31000,30900,30800,30700,30600,30500,6200,55800,5100064,2303700,2875500,1283500,1699700,356800,774100,599300,31400,34300,0,31200,28100,31300,3164,31400,31200,0,79,0,0,94411000,41241802,20754864,32000,30500,0,'601988','601988.SH','0D09:44:12.699565000'
46,53759159,17155866,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,46600,771200,12477371,4157000,3233100,1757742,1873363,1590254,3624100,853004,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5098564,292200,2303700,2875500,1283500,1699700,356800,774100,599300,55800,31400,34300,0,31200,28100,31300,3169,31400,31200,0,79,0,0,94414000,41290602,20747164,32000,30500,0,'601988','601988.SH','0D09:44:15.674412000'
56,53771366,17159766,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,323700,771200,12477371,4157000,3221100,1757742,1873463,1590254,3624100,853004,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5098564,292200,2303700,2878500,1283500,1699700,356800,774100,599300,55800,31400,34300,0,31200,28100,31300,3172,31400,31200,0,79,0,0,94417000,41555802,20750164,32000,30500,0,'601988','601988.SH','0D09:44:18.738247000'
64,53780756,17162766,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,430700,771200,12485671,4177000,3221100,1756742,1873463,1590254,3624100,853004,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5100164,292200,2306500,2879500,1283500,1699700,356800,774100,599300,55800,31400,34300,0,31200,28100,31300,3174,31400,31200,0,79,0,0,94420000,41690102,20755564,31990,30500,0,'601988','601988.SH','0D09:44:21.636941000'
77,53809865,17172066,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,455900,771200,12484671,4006300,3221100,1756742,1873463,1590254,3624100,853004,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5100164,292200,2306700,2878500,1284500,1689700,356800,776100,599300,55800,31400,34300,0,31200,28100,31300,3177,31400,31200,0,79,0,0,94423000,41543602,20757764,31990,30500,0,'601988','601988.SH','0D09:44:24.667714000'
84,53885298,17196166,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,447633,774200,12495871,4006300,3221100,1756742,1873463,1591854,3624100,853104,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5099664,292200,2306700,2878500,1284500,1690200,356800,779500,592800,55800,31400,34300,0,31200,28100,31300,3182,31400,31200,0,79,0,0,94426000,41556235,20759664,31990,30500,0,'601988','601988.SH','0D09:44:27.629203000'
96,53905955,17202766,20160226,31300,32200,31400,31500,31600,31700,31800,31900,32000,32100,640433,774200,12497771,4004700,3241100,1756742,1873463,1591854,3624100,853104,31200,30300,31100,31000,30900,30800,30700,30600,30500,30400,5096564,292200,2301400,2878700,1284500,1690200,356800,779500,592800,55800,31400,34300,0,31200,28100,31300,3187,31400,31200,0,79,0,0,94429000,41773235,20771464,31990,30500,0,'601988','601988.SH','0D09:44:30.993868000'
